gene_name,old_annotation,GOs,pfams,signalP,TMHMM
LOC109610511,uncharacterized protein LOC109610511,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,7
LOC109610515,NA,NA,NA,NA,NA
LOC109610516,uncharacterized protein LOC109610516,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,7
LOC109610519,uncharacterized protein LOC109610519,GO:0004144|diacylglycerol O-acyltransferase activity,PF06974|Protein of unknown function (DUF1298),0,1
LOC109610525,enhancer of rudimentary homolog,NA,PF01133|Enhancer of rudimentary,0,0
LOC109610526,cytochrome P450 4C1-like,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,0,2
LOC109610527,cytochrome P450 4C1-like,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,0,1
LOC109610529,uncharacterized protein LOC109610529,NA,NA,0,0
LOC109610533,trichohyalin-like,NA,PF00078|Reverse transcriptase (RNA-dependent DNA polymerase); PF14529|Endonuclease-reverse transcriptase,0,0
LOC109610535,NA,NA,NA,NA,NA
LOC109610549,small lysine-rich protein 1,NA,NA,0,0
LOC109610552,sodium-coupled monocarboxylate transporter 1 isoform X3,GO:0016020|membrane; GO:0022857|transmembrane transporter activity; GO:0055085|transmembrane transport,PF00474|Sodium:solute symporter family,0,13
LOC109610553,uncharacterized protein LOC109610553,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,3
LOC109610554,uncharacterized protein LOC109610554,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,5
LOC109610557,NA,NA,NA,NA,NA
LOC109610560,putative gustatory receptor 28b isoform X1,GO:0016021|integral component of membrane; GO:0050909|sensory perception of taste,PF08395|7tm Chemosensory receptor,0,8
LOC109610561,NA,NA,NA,NA,NA
LOC109610568,uncharacterized protein LOC109610568,NA,NA,0,0
LOC109610571,LOW QUALITY PROTEIN: proto-oncogene tyrosine-protein kinase ROS-like,GO:0004672|protein kinase activity; GO:0005515|protein binding; GO:0006468|protein phosphorylation,PF07714|Protein tyrosine kinase; PF00041|Fibronectin type III domain,2,1
LOC109610573,NA,NA,NA,NA,NA
LOC109610574,uncharacterized protein LOC109610574,GO:0006777|Mo-molybdopterin cofactor biosynthetic process,PF01967|MoaC family,0,0
LOC109610575,malignant T-cell-amplified sequence 1 homolog,GO:0003723|RNA binding,PF17832|Pre-PUA-like domain; PF01472|PUA domain,0,0
LOC109610576,uncharacterized protein LOC109610576,NA,PF16087|Helix-turn-helix domain (DUF4817),0,0
LOC109610595,odorant receptor 45b-like,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,6
LOC109610596,(11Z)-hexadec-11-enoyl-CoA conjugase-like,"GO:0006629|lipid metabolic process; GO:0016717|oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water; GO:0055114|oxidation-reduction process",PF00487|Fatty acid desaturase,0,4
LOC109610597,estradiol 17-beta-dehydrogenase 8-like,NA,PF13561|Enoyl-(Acyl carrier protein) reductase,1,0
LOC109610598,putative gustatory receptor 28a,GO:0016021|integral component of membrane; GO:0050909|sensory perception of taste,PF08395|7tm Chemosensory receptor,0,7
LOC109610603,NA,NA,NA,NA,NA
LOC109610606,NA,NA,NA,NA,NA
LOC109610607,cytochrome P450 4C1-like,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,0,0
LOC109610608,odorant receptor 4-like,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,6
LOC109610609,uncharacterized protein LOC109610609,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,6
LOC109610612,NA,NA,NA,NA,NA
LOC109610614,odorant receptor 4-like,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,5
LOC109610615,uncharacterized protein LOC109610615 isoform X3,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,6
LOC109610616,odorant receptor 4-like,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,7
LOC109610617,uncharacterized protein LOC109610617,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,5
LOC109610618,uncharacterized protein LOC109610618,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor; PF02949|7tm Odorant receptor,0,7
LOC109610620,odorant receptor 4-like,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,2
LOC109610621,NA,NA,NA,NA,NA
LOC109610622,NA,NA,NA,NA,NA
LOC109610623,NA,NA,NA,NA,NA
LOC109610624,"uncharacterized protein LOC109610624, partial",GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor; PF02949|7tm Odorant receptor,0,9
LOC109610625,uncharacterized protein LOC109610625,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,3
LOC109610626,uncharacterized protein LOC109610626,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,3
LOC109610628,NA,NA,NA,NA,NA
LOC109610629,THAP domain-containing protein 1-like,GO:0003676|nucleic acid binding,PF05485|THAP domain,0,0
LOC109610630,odorant receptor 46a-like,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,6
LOC112637026,uncharacterized protein LOC112637026,NA,NA,2,0
LOC112637027,uncharacterized protein LOC112637027 isoform X2,NA,PF16064|Domain of unknown function (DUF4806),0,0
LOC112637028,facilitated trehalose transporter Tret1-like isoform X1,GO:0016021|integral component of membrane; GO:0022857|transmembrane transporter activity; GO:0055085|transmembrane transport,PF00083|Sugar (and other) transporter,1,12
LOC112637029,polycomb protein eed-A-like,GO:0005515|protein binding; GO:0016571|histone methylation; GO:0035098|ESC/E(Z) complex,"PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat",0,0
LOC112637030,ETS translocation variant 1 isoform X1,"GO:0003700|DNA-binding transcription factor activity; GO:0006355|regulation of transcription, DNA-templated; GO:0043565|sequence-specific DNA binding",PF00178|Ets-domain,0,0
LOC112637031,coiled-coil domain-containing protein 47,NA,PF07946|Protein of unknown function (DUF1682),2,1
LOC112637032,uncharacterized protein LOC112637032,NA,PF15993|Fuseless,0,8
LOC112637033,uncharacterized protein LOC112637033,NA,NA,1,1
LOC112637034,HD domain-containing protein 2,GO:0002953|5'-deoxynucleotidase activity,PF13023|HD domain,0,0
LOC112637035,facilitated trehalose transporter Tret1-like isoform X1,GO:0016021|integral component of membrane; GO:0022857|transmembrane transporter activity; GO:0055085|transmembrane transport,PF00083|Sugar (and other) transporter,0,12
LOC112637036,phosphatidylinositol N-acetylglucosaminyltransferase subunit P,NA,PF08510|PIG-P,0,2
LOC112637037,odorant receptor 67b-like isoform X2,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,6
LOC112637038,mitochondrial ribosome-associated GTPase 2 isoform X1,GO:0005525|GTP binding,PF01926|50S ribosome-binding GTPase; PF01018|GTP1/OBG,0,0
LOC112637039,embryonic polarity protein dorsal-like isoform X1,"GO:0003677|DNA binding; GO:0003700|DNA-binding transcription factor activity; GO:0005634|nucleus; GO:0005737|cytoplasm; GO:0006355|regulation of transcription, DNA-templated",PF00554|Rel homology DNA-binding domain; PF16179|Rel homology dimerisation domain,0,0
LOC112637040,transmembrane protein 185A-like isoform X1,NA,PF10269|Transmembrane Fragile-X-F protein,0,8
LOC112637041,uncharacterized protein LOC112637041,NA,PF16064|Domain of unknown function (DUF4806),0,0
LOC112637042,NA,NA,NA,NA,NA
LOC112637043,DNA ligase 4,GO:0003677|DNA binding; GO:0003910|DNA ligase (ATP) activity; GO:0005524|ATP binding; GO:0006310|DNA recombination; GO:0051103|DNA ligation involved in DNA repair,PF01068|ATP dependent DNA ligase domain; PF11411|DNA ligase IV; PF00533|BRCA1 C Terminus (BRCT) domain; PF04679|ATP dependent DNA ligase C terminal region; PF04675|DNA ligase N terminus,0,0
LOC112637044,glycine-rich protein 5-like isoform X2,NA,NA,2,0
LOC112637045,uncharacterized protein LOC112637045,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor; PF02949|7tm Odorant receptor,0,10
LOC112637046,NA,NA,NA,NA,NA
LOC112637047,NA,NA,NA,NA,NA
LOC112637048,uncharacterized protein LOC112637048,GO:0005549|odorant binding,PF01395|PBP/GOBP family,1,1
LOC112637049,zinc finger BED domain-containing protein 1-like,GO:0046983|protein dimerization activity,PF04937|Protein of unknown function (DUF 659); PF05699|hAT family C-terminal dimerisation region,0,0
LOC112637050,dehydrogenase/reductase SDR family member 4-like isoform X1,NA,PF13561|Enoyl-(Acyl carrier protein) reductase,0,0
LOC112637051,NA,NA,NA,NA,NA
LOC112637052,uncharacterized protein LOC112637052,NA,NA,0,0
LOC112637053,probable allantoicase,GO:0000256|allantoin catabolic process; GO:0004037|allantoicase activity,PF03561|Allantoicase repeat; PF03561|Allantoicase repeat,0,0
LOC112637054,lysosomal aspartic protease-like isoform X3,GO:0004190|aspartic-type endopeptidase activity; GO:0006508|proteolysis,PF00026|Eukaryotic aspartyl protease,1,0
LOC112637055,cap-specific mRNA (nucleoside-2\'-O-)-methyltransferase 2,GO:0008168|methyltransferase activity; GO:0032259|methylation,PF01728|FtsJ-like methyltransferase,0,0
LOC112637056,uncharacterized protein LOC112637056,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,5
LOC112637057,uncharacterized protein LOC112637057,NA,NA,0,0
LOC112637058,NA,NA,NA,NA,NA
LOC112637059,uncharacterized protein LOC112637059,GO:0016020|membrane,PF01284|Membrane-associating domain,0,4
LOC112637060,merozoite surface protein 1-like,NA,NA,0,0
LOC112637061,uncharacterized protein LOC112637061,NA,NA,0,0
LOC112637062,uncharacterized protein LOC112637062 isoform X1,NA,PF16064|Domain of unknown function (DUF4806),0,0
LOC112637063,uncharacterized MFS-type transporter C09D4.1-like,GO:0005887|integral component of plasma membrane; GO:0055085|transmembrane transport,PF07690|Major Facilitator Superfamily,0,12
LOC112637064,NA,NA,NA,NA,NA
LOC112637065,NA,NA,NA,NA,NA
LOC112637066,NA,NA,NA,NA,NA
LOC112637067,NA,NA,NA,NA,NA
LOC112637068,geranylgeranyl pyrophosphate synthase-like,GO:0008299|isoprenoid biosynthetic process,PF00348|Polyprenyl synthetase,0,1
LOC112637069,NA,NA,NA,NA,NA
LOC112637070,uncharacterized protein LOC112637070,NA,NA,0,0
LOC112637071,NA,NA,NA,NA,NA
LOC112637072,NA,NA,NA,NA,NA
LOC112637073,NA,NA,NA,NA,NA
LOC112637074,uncharacterized protein LOC112637074,GO:0008083|growth factor activity; GO:0016020|membrane,PF00341|PDGF/VEGF domain,2,1
LOC112637075,NA,NA,NA,NA,NA
LOC112637076,NA,NA,NA,NA,NA
LOC112637077,aminopeptidase N-like,NA,PF11838|ERAP1-like C-terminal domain,0,0
LOC112637078,proline-rich receptor-like protein kinase PERK2,NA,NA,1,0
LOC112637079,uncharacterized protein LOC112637079,GO:0003677|DNA binding,PF08755|Hemimethylated DNA-binding protein YccV like,0,0
LOC112637080,uncharacterized protein LOC112637080,NA,NA,0,1
LOC112637081,"28S ribosomal protein S5, mitochondrial-like",GO:0003723|RNA binding; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,"PF00333|Ribosomal protein S5, N-terminal domain",0,0
LOC112637082,uncharacterized protein LOC112637082,NA,NA,0,2
LOC112637083,uncharacterized protein LOC112637083 isoform X1,NA,NA,0,0
LOC112637084,NA,NA,NA,NA,NA
LOC112637085,NA,NA,NA,NA,NA
LOC112637086,NA,NA,NA,NA,NA
LOC112637087,peptidyl-prolyl cis-trans isomerase FKBP4-like,NA,NA,0,0
LOC112637088,UBX domain-containing protein 11-like,NA,NA,0,0
LOC112637089,valacyclovir hydrolase-like isoform X1,NA,PF12697|Alpha/beta hydrolase family,0,0
LOC112637090,NA,NA,NA,NA,NA
LOC112637091,protein roadkill-like,GO:0005515|protein binding,PF00651|BTB/POZ domain,0,0
LOC112637092,THAP domain-containing protein 1 B-like,GO:0003676|nucleic acid binding,PF05485|THAP domain,0,0
LOC112637093,feline leukemia virus subgroup C receptor-related protein 2-like,GO:0005887|integral component of plasma membrane; GO:0055085|transmembrane transport,PF07690|Major Facilitator Superfamily,0,12
LOC112637094,uncharacterized protein LOC112637094,NA,PF08059|SEP domain,0,0
LOC112637095,NA,NA,NA,NA,NA
LOC112637096,uncharacterized protein LOC112637096,NA,PF03564|Protein of unknown function (DUF1759),0,0
LOC112637097,uncharacterized protein LOC112637097,GO:0015074|DNA integration,PF05585|Putative peptidase (DUF1758); PF00665|Integrase core domain; PF05380|Pao retrotransposon peptidase; PF17921|Integrase zinc binding domain; PF18701|Family of unknown function (DUF5641),0,0
LOC112637098,NA,NA,NA,NA,NA
LOC112637099,uncharacterized protein LOC112637099,NA,NA,0,0
LOC112637100,uncharacterized protein LOC112637100,NA,NA,0,0
LOC112637101,uncharacterized protein LOC112637101,NA,PF03564|Protein of unknown function (DUF1759); PF05585|Putative peptidase (DUF1758); PF18701|Family of unknown function (DUF5641); PF05380|Pao retrotransposon peptidase,0,0
LOC112637102,uncharacterized protein LOC112637102,NA,NA,0,0
LOC112637103,NA,NA,NA,NA,NA
LOC112637104,NA,NA,NA,NA,NA
LOC112637105,NA,NA,NA,NA,NA
LOC112637106,aminopeptidase N-like isoform X2,GO:0008237|metallopeptidase activity; GO:0008270|zinc ion binding,PF11838|ERAP1-like C-terminal domain; PF01433|Peptidase family M1 domain,2,0
LOC112637107,NA,NA,NA,NA,NA
LOC112637108,aminopeptidase N-like,NA,PF11838|ERAP1-like C-terminal domain,0,0
LOC112637109,uncharacterized protein LOC112637109,NA,NA,0,0
LOC112637110,NA,NA,NA,NA,NA
LOC112637111,NA,NA,NA,NA,NA
LOC112637112,NA,NA,NA,NA,NA
LOC112637113,mucin-5AC-like,NA,NA,1,0
LOC112637114,uncharacterized protein LOC112637114,NA,NA,0,0
LOC112637115,uncharacterized protein LOC112637115,NA,PF14291|Domain of unknown function (DUF4371),0,0
LOC112637116,uncharacterized protein LOC112637116,GO:0000166|nucleotide binding; GO:0003677|DNA binding; GO:0003887|DNA-directed DNA polymerase activity; GO:0006260|DNA replication,"PF03175|DNA polymerase type B, organellar and viral",0,0
LOC112637117,uncharacterized protein LOC112637117,GO:0000166|nucleotide binding; GO:0003677|DNA binding; GO:0003887|DNA-directed DNA polymerase activity; GO:0006260|DNA replication,"PF03175|DNA polymerase type B, organellar and viral",0,0
LOC112637118,uncharacterized protein LOC112637118,NA,NA,0,0
LOC112637119,general transcription factor II-I repeat domain-containing protein 2A-like,GO:0046983|protein dimerization activity,PF05699|hAT family C-terminal dimerisation region,0,0
LOC112637120,NA,NA,NA,NA,NA
LOC112637121,uncharacterized protein LOC112637121,NA,PF00078|Reverse transcriptase (RNA-dependent DNA polymerase); PF14529|Endonuclease-reverse transcriptase,0,0
LOC112637122,NA,NA,NA,NA,NA
LOC112637123,"aminopeptidase N-like, partial",GO:0008237|metallopeptidase activity; GO:0008270|zinc ion binding,PF11838|ERAP1-like C-terminal domain; PF01433|Peptidase family M1 domain,1,0
LOC112637124,NA,NA,NA,NA,NA
LOC112637125,proline-rich extensin-like protein EPR1,NA,NA,0,0
LOC112637126,NA,NA,NA,NA,NA
LOC112637127,histone-lysine N-methyltransferase SETMAR-like,NA,PF01359|Transposase (partial DDE domain),0,0
LOC112637128,NA,NA,NA,NA,NA
LOC112637129,NA,NA,NA,NA,NA
LOC112637130,NA,NA,NA,NA,NA
LOC112637131,uncharacterized protein LOC112637131,NA,PF00078|Reverse transcriptase (RNA-dependent DNA polymerase),0,0
LOC112637132,neutrophil collagenase-like,NA,NA,3,1
LOC112637133,uncharacterized protein LOC112637133,NA,PF16064|Domain of unknown function (DUF4806),0,0
LOC112637134,NA,NA,NA,NA,NA
LOC112637135,uncharacterized protein LOC112637135,GO:0015074|DNA integration,PF00665|Integrase core domain; PF17917|RNase H-like domain found in reverse transcriptase,0,0
LOC112637136,protein sevenless-like,NA,NA,0,1
LOC112637137,proto-oncogene tyrosine-protein kinase ROS-like,GO:0005515|protein binding,PF00041|Fibronectin type III domain,0,0
LOC112637138,NA,NA,NA,NA,NA
LOC112637139,uncharacterized protein LOC112637139,NA,PF00078|Reverse transcriptase (RNA-dependent DNA polymerase),0,0
LOC112637140,NA,NA,NA,NA,NA
LOC112637141,putative fatty acyl-CoA reductase CG5065 isoform X2,GO:0080019|fatty-acyl-CoA reductase (alcohol-forming) activity,PF03015|Male sterility protein; PF07993|Male sterility protein,0,1
LOC112637142,sphingomyelin phosphodiesterase isoform X1,GO:0016787|hydrolase activity,PF00149|Calcineurin-like phosphoesterase,0,1
LOC112637143,prefoldin subunit 4,GO:0006457|protein folding; GO:0016272|prefoldin complex; GO:0051082|unfolded protein binding,PF01920|Prefoldin subunit,0,0
LOC112637144,uncharacterized protein LOC112637144,NA,NA,0,0
LOC112637145,uncharacterized protein LOC112637145,NA,NA,0,0
LOC112637146,NA,NA,NA,NA,NA
LOC112637147,NA,NA,NA,NA,NA
LOC112637148,uncharacterized protein LOC112637148 isoform X1,NA,NA,0,0
LOC112637149,uncharacterized protein LOC112637149,GO:0003676|nucleic acid binding,PF05485|THAP domain,0,0
LOC112637150,proto-oncogene tyrosine-protein kinase ROS-like,GO:0004672|protein kinase activity; GO:0006468|protein phosphorylation,PF07714|Protein tyrosine kinase,0,0
LOC112637151,NA,NA,NA,NA,NA
LOC112637152,uncharacterized protein LOC112637152,NA,PF16064|Domain of unknown function (DUF4806),0,0
LOC112637153,NA,NA,NA,NA,NA
LOC112637154,uncharacterized protein LOC112637154,NA,NA,0,0
LOC112637155,NA,NA,NA,NA,NA
LOC112637156,basic proline-rich protein-like,NA,NA,0,0
LOC112637157,matrix metalloproteinase-24-like,GO:0004222|metalloendopeptidase activity; GO:0006508|proteolysis; GO:0008270|zinc ion binding; GO:0031012|extracellular matrix,PF00413|Matrixin,0,0
LOC112637158,uncharacterized protein LOC112637158,NA,PF18701|Family of unknown function (DUF5641); PF05380|Pao retrotransposon peptidase; PF17921|Integrase zinc binding domain; PF05585|Putative peptidase (DUF1758); PF03564|Protein of unknown function (DUF1759),0,0
LOC112637159,uncharacterized protein LOC112637159,GO:0000166|nucleotide binding; GO:0003677|DNA binding; GO:0003887|DNA-directed DNA polymerase activity; GO:0006260|DNA replication,"PF03175|DNA polymerase type B, organellar and viral",0,0
LOC112637160,uncharacterized protein LOC112637160,NA,NA,0,0
LOC112637161,KRAB-A domain-containing protein 2-like,NA,NA,0,0
LOC112637162,uncharacterized protein LOC112637162,NA,NA,0,0
LOC112637163,uncharacterized protein LOC112637163,NA,NA,0,0
LOC112637164,uncharacterized protein LOC112637164,NA,PF14529|Endonuclease-reverse transcriptase,0,0
LOC112637165,4-coumarate--CoA ligase 1-like,GO:0003824|catalytic activity,PF00501|AMP-binding enzyme; PF13193|AMP-binding enzyme C-terminal domain,0,0
LOC112637166,uncharacterized protein LOC112637166,NA,NA,0,0
LOC112637167,NA,NA,NA,NA,NA
LOC112637168,NA,NA,NA,NA,NA
LOC112637169,NA,NA,NA,NA,NA
LOC112637170,uncharacterized protein LOC112637170,NA,NA,0,0
LOC112637171,4-coumarate--CoA ligase 1-like,GO:0003824|catalytic activity,PF00501|AMP-binding enzyme; PF13193|AMP-binding enzyme C-terminal domain,0,0
LOC112637172,"28S ribosomal protein S5, mitochondrial-like",GO:0003723|RNA binding; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,"PF00333|Ribosomal protein S5, N-terminal domain",0,0
LOC112637173,NA,NA,NA,NA,NA
LOC112637174,NA,NA,NA,NA,NA
LOC112637175,cytochrome P450 4C1-like isoform X1,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,0,1
LOC112637176,NA,NA,NA,NA,NA
LOC112637177,uncharacterized protein LOC112637177,NA,NA,0,0
LOC112637178,uncharacterized protein LOC112637178,NA,PF06585|Haemolymph juvenile hormone binding protein (JHBP),1,0
LOC112637179,NA,NA,NA,NA,NA
LOC112637180,uncharacterized protein LOC112637180,NA,NA,0,0
LOC112637181,facilitated trehalose transporter Tret1-like isoform X1,GO:0016021|integral component of membrane; GO:0022857|transmembrane transporter activity; GO:0055085|transmembrane transport,PF00083|Sugar (and other) transporter,0,12
LOC112637182,NA,NA,NA,NA,NA
LOC112637183,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial-like",GO:0009058|biosynthetic process; GO:0030170|pyridoxal phosphate binding,PF00155|Aminotransferase class I and II,0,0
LOC112637184,NA,NA,NA,NA,NA
LOC112637185,NA,NA,NA,NA,NA
LOC112637186,NA,NA,NA,NA,NA
LOC112637187,uncharacterized protein LOC112637187 isoform X2,NA,NA,0,1
LOC112637188,"28S ribosomal protein S5, mitochondrial-like",GO:0003723|RNA binding; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,"PF00333|Ribosomal protein S5, N-terminal domain",0,0
LOC112637189,tubulin polyglutamylase complex subunit 2,GO:0018095|protein polyglutamylation,PF09346|SMI1 / KNR4 family (SUKH-1),0,0
LOC112637190,uncharacterized protein LOC112637190,GO:0015074|DNA integration,PF05585|Putative peptidase (DUF1758); PF00665|Integrase core domain; PF17921|Integrase zinc binding domain; PF05380|Pao retrotransposon peptidase; PF18701|Family of unknown function (DUF5641); PF03564|Protein of unknown function (DUF1759),0,0
LOC112637191,TRAF3-interacting protein 1-like,NA,NA,0,0
LOC112637192,NA,NA,NA,NA,NA
LOC112637193,NA,NA,NA,NA,NA
LOC112637194,NA,NA,NA,NA,NA
LOC112637195,alpha-tocopherol transfer protein-like,NA,PF00650|CRAL/TRIO domain,0,0
LOC112637196,alpha-tocopherol transfer protein-like isoform X2,NA,PF00650|CRAL/TRIO domain,0,0
LOC112637197,uncharacterized protein LOC112637197 isoform X1,NA,NA,2,2
LOC112637198,uncharacterized protein LOC112637198,NA,NA,0,0
LOC112637199,THAP domain-containing protein 3-like,GO:0003676|nucleic acid binding,PF05485|THAP domain,0,0
LOC112637200,NA,NA,NA,NA,NA
LOC112637201,NA,NA,NA,NA,NA
LOC112637202,NA,NA,NA,NA,NA
LOC112637203,uncharacterized protein LOC112637203,NA,PF10545|Alcohol dehydrogenase transcription factor Myb/SANT-like,0,0
LOC112637204,proline-rich extensin-like protein EPR1,NA,NA,0,0
LOC112637205,proline-rich extensin-like protein EPR1,NA,NA,0,0
LOC112637206,uncharacterized protein LOC112637206,NA,PF16064|Domain of unknown function (DUF4806),0,0
LOC112637207,uncharacterized protein LOC112637207,NA,NA,0,0
LOC112637208,uncharacterized protein LOC112637208,NA,PF13359|DDE superfamily endonuclease,0,0
LOC112637209,uncharacterized protein LOC112637209,NA,PF18701|Family of unknown function (DUF5641); PF05585|Putative peptidase (DUF1758); PF05380|Pao retrotransposon peptidase,0,0
LOC112637210,NA,NA,NA,NA,NA
LOC112637211,uncharacterized protein LOC112637211,NA,NA,0,0
LOC112637212,uncharacterized protein LOC112637212,NA,PF00078|Reverse transcriptase (RNA-dependent DNA polymerase),0,0
LOC112637213,uncharacterized protein LOC112637213,NA,NA,0,0
LOC112637214,probable cytochrome P450 6a14,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,0,0
LOC112637215,alpha-tocopherol transfer protein-like,NA,PF00650|CRAL/TRIO domain,0,0
LOC112637216,uncharacterized protein LOC112637216,GO:0005515|protein binding,PF12937|F-box-like,0,0
LOC112637217,uncharacterized protein LOC112637217,NA,PF05585|Putative peptidase (DUF1758); PF05380|Pao retrotransposon peptidase,0,0
LOC112637218,uncharacterized protein LOC112637218,GO:0015074|DNA integration,PF00665|Integrase core domain; PF18701|Family of unknown function (DUF5641),0,0
LOC112637219,BDNF/NT-3 growth factors receptor-like,GO:0004672|protein kinase activity; GO:0006468|protein phosphorylation,PF07714|Protein tyrosine kinase,0,0
LOC112637220,insulin receptor-like,GO:0004672|protein kinase activity; GO:0006468|protein phosphorylation,PF07714|Protein tyrosine kinase,0,0
LOC112637221,NA,NA,NA,NA,NA
LOC112637222,NA,NA,NA,NA,NA
LOC112637223,uncharacterized protein LOC112637223,NA,NA,0,0
LOC112637224,protein ALP1-like,NA,PF13359|DDE superfamily endonuclease,0,0
LOC112637225,uncharacterized protein LOC112637225,NA,NA,0,0
LOC112637226,uncharacterized protein LOC112637226,NA,PF03564|Protein of unknown function (DUF1759),0,0
LOC112637227,protein GVQW3-like,NA,NA,0,0
LOC112637228,uncharacterized protein LOC112637228,NA,NA,0,0
LOC112637229,uncharacterized protein LOC112637229,NA,PF03564|Protein of unknown function (DUF1759),0,0
LOC112637230,uncharacterized protein LOC112637230,NA,PF14529|Endonuclease-reverse transcriptase,1,0
LOC112637231,uncharacterized protein LOC112637231,NA,NA,0,0
LOC112637232,uncharacterized protein LOC112637232,NA,NA,0,0
LOC112637233,uncharacterized protein LOC112637233,GO:0044458|motile cilium assembly,NA,0,0
LOC112637234,NA,NA,NA,NA,NA
LOC112637235,glucose dehydrogenase,"GO:0016614|oxidoreductase activity, acting on CH-OH group of donors; GO:0050660|flavin adenine dinucleotide binding; GO:0055114|oxidation-reduction process",PF05199|GMC oxidoreductase; PF00732|GMC oxidoreductase,2,0
LOC112637236,"actin cytoskeleton-regulatory complex protein sla1-like, partial",NA,NA,0,2
LOC112637237,NA,NA,NA,NA,NA
LOC112637238,NA,NA,NA,NA,NA
LOC112637239,NA,NA,NA,NA,NA
