sc16a_gene,gene_name,GOs,pfams,signalP,TMHMM,sc16a_ccl_up_down,sc16a_ccd_up_down,ccl_ccd_up_down
Ophio5|7184,XA68_17140,GO:0005515|protein binding;GO:0000042|protein targeting to Golgi,PF01465.15|GRIP,,NA,Down,Down,Down
Ophio5|7185,XA68_17141,,,,NA,Up,Up,Down
Ophio5|7186,XA68_17142,GO:0008168|methyltransferase activity;GO:0008176|tRNA (guanine-N7-)-methyltransferase activity;GO:0008152|metabolic process;GO:0006400|tRNA modification,PF13489.1|Methyltransf_23;PF08241.7|Methyltransf_11;PF08242.7|Methyltransf_12;PF13847.1|Methyltransf_31;PF12847.2|Methyltransf_18;PF13649.1|Methyltransf_25;PF01209.13|Ubie_methyltran;PF02390.12|Methyltransf_4,,NA,Up,Up,Down
Ophio5|7187,XA68_17143,,PF09424.5|YqeY,,NA,Down,Down,Up
Ophio5|7188,XA68_17144,,PF04143.9|Sulf_transp;PF04143.9|Sulf_transp,,9,Down,Down,Up
Ophio5|7189,XA68_17145,GO:0016491|oxidoreductase activity;GO:0008270|zinc ion binding;GO:0055114|oxidation-reduction process,PF00107.21|ADH_zinc_N;PF13602.1|ADH_zinc_N_2;PF08240.7|ADH_N,,NA,Down,Down,Down
Ophio5|719,XA68_10715,,,,NA,Down,Down,Up
Ophio5|7190,XA68_17146,GO:0006511|ubiquitin-dependent protein catabolic process,PF01466.14|Skp1;PF03931.10|Skp1_POZ,,NA,Up,Down,Down
Ophio5|7191,XA68_17147,,,,NA,Down,Down,Up
Ophio5|7192,XA68_17148,GO:0016887|ATPase activity;GO:0004176|ATP-dependent peptidase activity;GO:0004252|serine-type endopeptidase activity;GO:0005524|ATP binding;GO:0006508|proteolysis,PF05362.8|Lon_C;PF02190.11|LON;PF00004.24|AAA;PF07728.9|AAA_5;PF07724.9|AAA_2;PF08298.6|AAA_PrkA,,NA,Up,Down,Down
Ophio5|7193,XA68_17149,,,,NA,Down,Down,Down
Ophio5|7194,XA68_17150,,,SignalP: has predicted secretion signal,NA,Down,Down,Up
Ophio5|7195,XA68_17151,,,,NA,Down,Down,=
Ophio5|7196,XA68_17152,GO:0005515|protein binding,PF12796.2|Ank_2;PF12796.2|Ank_2;PF12796.2|Ank_2;PF00023.25|Ank;PF00023.25|Ank;PF13606.1|Ank_3,,NA,Down,Down,Up
Ophio5|7197,XA68_17153,,,,NA,Down,Down,=
Ophio5|7198,XA68_17154,,PF00561.15|Abhydrolase_1;PF12697.2|Abhydrolase_6,,NA,Down,Down,Up
Ophio5|7199,XA68_17155,,,,NA,=,=,=
Ophio5|72,XA68_10075,,PF02463.14|SMC_N;PF13476.1|AAA_23,,NA,Up,Up,Down
Ophio5|720,XA68_10716,,,SignalP: has predicted secretion signal,1,Up,Up,Down
Ophio5|7200,XA68_17156,GO:0046872|metal ion binding;GO:0000166|nucleotide binding,PF00122.15|E1-E2_ATPase;PF00702.21|Hydrolase;PF12710.2|HAD;PF00690.21|Cation_ATPase_N;PF13246.1|Hydrolase_like2,,3,Down,Down,Down
Ophio5|7201,XA68_17157,,,,NA,Down,Down,Down
Ophio5|7202,XA68_17158,,,,NA,Down,Down,Down
Ophio5|7203,XA68_17159,,,,NA,Up,Down,Down
Ophio5|7204,XA68_17160,,,,NA,Up,Up,Down
Ophio5|7205,XA68_17161,,,,NA,Up,Up,Down
Ophio5|7206,XA68_17162,,,,NA,Down,Down,Down
Ophio5|7207,XA68_17163,,,,NA,Up,Up,Down
Ophio5|7208,XA68_17164,GO:0006508|proteolysis;GO:0004252|serine-type endopeptidase activity,PF00082.17|Peptidase_S8,,NA,Down,Down,Up
Ophio5|7209,XA68_17165,GO:0016787|hydrolase activity,PF00293.23|NUDIX,SignalP: has predicted secretion signal,1,Down,Down,Up
Ophio5|721,XA68_10717,,,,NA,Down,Down,Up
Ophio5|7210,XA68_17166,GO:0016787|hydrolase activity,PF00293.23|NUDIX,,NA,Down,Up,Up
Ophio5|7211,XA68_17167,GO:0055085|transmembrane transport,PF03169.10|OPT,,17,Up,Up,Up
Ophio5|7212,XA68_17168,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Up,Down,Down
Ophio5|7213,XA68_17169,,PF12311.3|DUF3632,,NA,Down,Down,Down
Ophio5|7214,XA68_17170,GO:0005515|protein binding,PF01399.22|PCI,,NA,Up,Up,Up
Ophio5|7215,XA68_17171,GO:0044267|cellular protein metabolic process;GO:0005524|ATP binding,PF00118.19|Cpn60_TCP1,,NA,Down,Up,Up
Ophio5|7216,XA68_17172,GO:0005525|GTP binding;GO:0003924|GTPase activity,PF00009.22|GTP_EFTU;PF08938.5|HBS1_N;PF03144.20|GTP_EFTU_D2;PF03143.12|GTP_EFTU_D3;PF01926.18|MMR_HSR1,,NA,Up,Up,Down
Ophio5|7217,XA68_17173,GO:0000902|cell morphogenesis,PF00012.15|HSP70;PF06723.8|MreB_Mbl,SignalP: has predicted secretion signal,1,Down,Down,Down
Ophio5|7218,XA68_17174,,PF05057.9|DUF676;PF05057.9|DUF676,,NA,Up,Up,Down
Ophio5|7219,XA68_17175,GO:0005515|protein binding,PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40,,NA,Up,Up,Down
Ophio5|722,XA68_10718,GO:0005524|ATP binding;GO:0016787|hydrolase activity,PF13361.1|UvrD_C;PF00580.16|UvrD-helicase;PF13538.1|UvrD_C_2;PF13245.1|AAA_19,,NA,Up,Up,Down
Ophio5|7220,XA68_17176,GO:0008152|metabolic process;GO:0008168|methyltransferase activity,PF08241.7|Methyltransf_11;PF13847.1|Methyltransf_31;PF13489.1|Methyltransf_23;PF07021.7|MetW,,NA,Up,Up,Up
Ophio5|7221,XA68_17177,,,,1,Down,Down,Up
Ophio5|7222,XA68_17178,,,SignalP: has predicted secretion signal; SSP: small secreted protein,1,Up,Up,Down
Ophio5|7223,XA68_17179,,,,NA,Up,Up,Up
Ophio5|7224,XA68_17180,,PF00022.14|Actin;PF00022.14|Actin,,NA,Up,Up,Down
Ophio5|7225,XA68_17181,"GO:0003677|DNA binding;GO:0005634|nucleus;GO:0008270|zinc ion binding;GO:0006351|transcription, DNA-templated",PF04082.13|Fungal_trans,,1,Down,Down,Up
Ophio5|7226,XA68_17182,,PF12171.3|zf-C2H2_jaz,,NA,Down,Down,Up
Ophio5|7227,XA68_17183,,PF07950.6|DUF1691;PF07950.6|DUF1691,,5,Down,Down,Down
Ophio5|7228,XA68_17184,GO:0005515|protein binding,PF12937.2|F-box-like;PF00646.28|F-box,,NA,Down,Down,Down
Ophio5|7229,XA68_17185,GO:0006950|response to stress,PF00582.21|Usp;PF00582.21|Usp,,NA,Down,Down,Up
Ophio5|723,XA68_10719,,PF04734.8|Ceramidase_alk,SignalP: has predicted secretion signal,NA,Up,Up,Down
Ophio5|7230,XA68_17186,,PF00177.16|Ribosomal_S7,,NA,Down,Up,Up
Ophio5|7231,XA68_17187,,,,NA,Down,Up,Up
Ophio5|7232,XA68_17188,,,,NA,Up,Up,Up
Ophio5|7233,XA68_17189,,,SignalP: has predicted secretion signal,NA,Down,Down,Down
Ophio5|7234,XA68_17190,,,,NA,=,=,=
Ophio5|7235,XA68_17191,GO:0016021|integral component of membrane;GO:0055085|transmembrane transport;GO:0022857|transmembrane transporter activity,PF07690.11|MFS_1;PF00083.19|Sugar_tr,,12,Up,Up,Up
Ophio5|7236,XA68_17192,,,,NA,Down,Down,Up
Ophio5|7237,XA68_17193,,PF05071.11|NDUFA12,,NA,Down,Down,Up
Ophio5|7238,XA68_17194,GO:0005515|protein binding,PF00307.26|CH,,NA,Down,Down,Up
Ophio5|7239,XA68_17195,,,,NA,Up,Up,Down
Ophio5|724,XA68_10720,"GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity;GO:0006355|regulation of transcription, DNA-templated;GO:0003677|DNA binding;GO:0005634|nucleus;GO:0008270|zinc ion binding;GO:0006351|transcription, DNA-templated",PF04082.13|Fungal_trans;PF00172.13|Zn_clus,,NA,Up,Down,Down
Ophio5|7240,XA68_17196,,,,NA,Up,Down,Down
Ophio5|7241,XA68_17197,,,,NA,Up,Up,Down
Ophio5|7242,XA68_17198,GO:0005515|protein binding,PF07647.12|SAM_2,,NA,Up,Up,Down
Ophio5|7243,XA68_17199,,,,NA,Down,Up,Up
Ophio5|7244,XA68_17200,GO:0004518|nuclease activity;GO:0006281|DNA repair,PF00867.13|XPG_I;PF00752.12|XPG_N,,NA,Down,Up,Up
Ophio5|7245,XA68_17201,,PF00022.14|Actin,,NA,Down,Up,Up
Ophio5|7246,XA68_17202,GO:0004812|aminoacyl-tRNA ligase activity;GO:0005524|ATP binding;GO:0000166|nucleotide binding;GO:0006418|tRNA aminoacylation for protein translation,PF00587.20|tRNA-synt_2b,,1,Down,Down,Up
Ophio5|7247,XA68_17203,,,,NA,Up,Up,Down
Ophio5|7248,XA68_17204,,,,2,Up,Up,Down
Ophio5|7249,XA68_17205,,PF01933.13|UPF0052,,NA,Up,Up,Down
Ophio5|725,XA68_10721,,PF13378.1|MR_MLE_C;PF01188.16|MR_MLE;PF02746.11|MR_MLE_N,,NA,Up,Up,Down
Ophio5|7250,XA68_17206,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Down,Down,Down
Ophio5|7251,XA68_17207,GO:0008270|zinc ion binding,PF01485.16|IBR,,NA,Up,Up,Down
Ophio5|7252,XA68_17208,GO:0022857|transmembrane transporter activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport,PF00083.19|Sugar_tr;PF07690.11|MFS_1,,12,Up,Up,Up
Ophio5|7253,XA68_17209,,,SignalP: has predicted secretion signal,NA,Down,Down,Up
Ophio5|7254,XA68_17210,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,=,=,=
Ophio5|7255,XA68_17211,"GO:0005975|carbohydrate metabolic process;GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds",PF00933.16|Glyco_hydro_3;PF01915.17|Glyco_hydro_3_C;PF14310.1|Fn3-like,SignalP: has predicted secretion signal,NA,Up,Down,Down
Ophio5|7256,XA68_17212,GO:0016020|membrane,PF01222.12|ERG4_ERG24,,7,Down,Down,Down
Ophio5|7257,XA68_17213,,PF02157.10|Man-6-P_recep;PF09451.5|ATG27,SignalP: has predicted secretion signal,2,Down,Down,Up
Ophio5|7258,XA68_17214,,,,NA,Up,Up,Down
Ophio5|7259,XA68_17215,GO:0005576|extracellular region;GO:0009405|pathogenesis;GO:0003824|catalytic activity,PF01375.12|Enterotoxin_a,SignalP: has predicted secretion signal,NA,Up,Up,Down
Ophio5|726,XA68_10722,GO:0016491|oxidoreductase activity;GO:0008152|metabolic process,PF00106.20|adh_short;PF13561.1|adh_short_C2;PF08659.5|KR,,NA,Down,Down,Up
Ophio5|7260,XA68_17216,"GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding",PF00067.17|p450,,1,Up,Up,Down
Ophio5|7261,XA68_17217,,PF06742.6|DUF1214,,NA,Up,Down,Down
Ophio5|7262,XA68_17218,,,,NA,Down,Down,Up
Ophio5|7263,XA68_17219,GO:0005737|cytoplasm;GO:0003743|translation initiation factor activity;GO:0006413|translational initiation;GO:0003723|RNA binding,PF01652.13|IF4E,,NA,Down,Down,Down
Ophio5|7264,XA68_17220,,,,NA,Up,Up,Up
Ophio5|7265,NA,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr,,NA,Up,Up,Up
Ophio5|7266,NA,GO:0016021|integral component of membrane;GO:0055085|transmembrane transport;GO:0022857|transmembrane transporter activity,PF07690.11|MFS_1;PF00083.19|Sugar_tr;PF06609.8|TRI12,,14,Up,Up,Down
Ophio5|7267,NA,,PF08212.7|Lipocalin_2,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Up,Up,Down
Ophio5|7268,NA,,,,NA,Up,Up,Down
Ophio5|7269,XA68_17225,,,,NA,=,=,=
Ophio5|727,XA68_10723,,PF13344.1|Hydrolase_6;PF13242.1|Hydrolase_like,,NA,Up,Up,Up
Ophio5|7270,XA68_17226,,,,NA,Up,Down,Down
Ophio5|7271,XA68_17227,,PF13622.1|4HBT_3;PF02551.10|Acyl_CoA_thio,,NA,Down,Down,Down
Ophio5|7272,XA68_17228,,,,NA,Up,Up,Down
Ophio5|7273,XA68_17229,"GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding",PF00067.17|p450,,NA,Up,Up,Down
Ophio5|7274,XA68_17230,"GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding",PF00067.17|p450,,1,=,Up,Up
Ophio5|7275,XA68_17231,,,SignalP: has predicted secretion signal,NA,Down,Down,Down
Ophio5|7276,XA68_17232,,,SignalP: has predicted secretion signal; SSP: small secreted protein,1,Down,Down,Up
Ophio5|7277,XA68_17233,GO:0016787|hydrolase activity,PF00149.23|Metallophos,,NA,Down,Up,Up
Ophio5|7278,XA68_17234,,,,NA,Up,Up,Down
Ophio5|7279,XA68_17235,,PF03663.9|Glyco_hydro_76,SignalP: has predicted secretion signal,1,Down,Down,Down
Ophio5|728,XA68_10724,,,,NA,Up,Down,Down
Ophio5|7280,XA68_17236,,,,1,Down,Down,Down
Ophio5|7281,XA68_17237,,PF00022.14|Actin,,NA,Up,Up,Down
Ophio5|7282,XA68_17238,GO:0005515|protein binding,PF00023.25|Ank;PF00023.25|Ank;PF04383.8|KilA-N,,NA,Up,Up,Down
Ophio5|7283,XA68_17239,,PF06011.7|TRP;PF14558.1|TRP_N,SignalP: has predicted secretion signal,7,Down,Down,Down
Ophio5|7284,XA68_17240,GO:0005515|protein binding,PF02204.13|VPS9;PF02845.11|CUE,,NA,Down,Down,Up
Ophio5|7285,XA68_17241,,,,NA,Down,Down,Down
Ophio5|7286,XA68_17242,,,,2,Up,Down,Down
Ophio5|7287,XA68_17243,GO:0003968|RNA-directed RNA polymerase activity,PF05183.7|RdRP,,NA,Up,Up,Up
Ophio5|7288,XA68_17244,"GO:0016780|phosphotransferase activity, for other substituted phosphate groups;GO:0016020|membrane;GO:0008654|phospholipid biosynthetic process",PF01066.16|CDP-OH_P_transf,,8,Up,Up,Down
Ophio5|7289,XA68_17245,"GO:0005634|nucleus;GO:0003677|DNA binding;GO:0006355|regulation of transcription, DNA-templated;GO:0043565|sequence-specific DNA binding;GO:0003700|sequence-specific DNA binding transcription factor activity",PF00170.16|bZIP_1;PF03131.12|bZIP_Maf,,NA,Down,Up,Up
Ophio5|729,XA68_10725,,,,NA,Down,Up,Up
Ophio5|7290,XA68_17246,GO:0030001|metal ion transport;GO:0046873|metal ion transmembrane transporter activity;GO:0016020|membrane;GO:0055085|transmembrane transport,PF01544.13|CorA,,2,Down,Down,Up
Ophio5|7291,XA68_17247,,,,1,Down,Down,Down
Ophio5|7292,XA68_17248,GO:0000079|regulation of cyclin-dependent protein serine/threonine kinase activity;GO:0019901|protein kinase binding,PF08613.6|Cyclin,,NA,Down,Down,Down
Ophio5|7293,XA68_17249,GO:0005515|protein binding;GO:0000155|phosphorelay sensor kinase activity;GO:0000160|phosphorelay signal transduction system;GO:0016020|membrane;GO:0005524|ATP binding;GO:0000156|phosphorelay response regulator activity;GO:0007165|signal transduction;GO:0004871|signal transducer activity,PF02518.21|HATPase_c;PF00512.20|HisKA;PF00072.19|Response_reg;PF13426.1|PAS_9;PF08447.6|PAS_3;PF08448.5|PAS_4,,NA,Down,Down,Up
Ophio5|7294,XA68_17250,,PF08325.5|WLM,,NA,Down,Down,Up
Ophio5|7295,XA68_17251,"GO:0003676|nucleic acid binding;GO:0004386|helicase activity;GO:0006396|RNA processing;GO:0003723|RNA binding;GO:0005524|ATP binding;GO:0016891|endoribonuclease activity, producing 5'-phosphomonoesters;GO:0016787|hydrolase activity;GO:0004525|ribonuclease III activity;GO:0003677|DNA binding",PF00636.21|Ribonuclease_3;PF00636.21|Ribonuclease_3;PF14622.1|Ribonucleas_3_3;PF03368.9|Dicer_dimer;PF00271.26|Helicase_C;PF00270.24|DEAD;PF04851.10|ResIII,,NA,Up,Up,Up
Ophio5|7296,XA68_17252,,,,NA,Down,Down,Down
Ophio5|7297,XA68_17253,GO:0016491|oxidoreductase activity;GO:0008152|metabolic process,PF00106.20|adh_short;PF08659.5|KR,,NA,Down,Down,Up
Ophio5|7298,XA68_17254,,PF09994.4|DUF2235,,NA,Up,Up,Down
Ophio5|7299,XA68_17255,GO:0006397|mRNA processing,PF01480.12|PWI,,NA,Up,Up,Up
Ophio5|73,XA68_10076,,PF07093.6|SGT1,,NA,Up,Down,Down
Ophio5|730,XA68_10726,GO:0006412|translation;GO:0005840|ribosome;GO:0003735|structural constituent of ribosome,PF00237.14|Ribosomal_L22,,NA,Down,Up,Up
Ophio5|7300,XA68_17256,GO:0006412|translation;GO:0005840|ribosome;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular,PF01165.15|Ribosomal_S21,,NA,Down,Up,Up
Ophio5|7301,XA68_17257,,PF14661.1|HAUS6_N,,NA,Up,Up,Down
Ophio5|7302,XA68_17258,,PF14388.1|DUF4419,SignalP: has predicted secretion signal,NA,Up,Up,Down
Ophio5|7303,XA68_17259,GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0050662|coenzyme binding,PF08125.8|Mannitol_dh_C;PF01232.18|Mannitol_dh,,NA,Down,Down,Down
Ophio5|7304,XA68_17260,GO:0006094|gluconeogenesis;GO:0006096|glycolytic process;GO:0004347|glucose-6-phosphate isomerase activity,PF00342.14|PGI,,NA,Down,Down,Up
Ophio5|7305,XA68_17261,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0004674|protein serine/threonine kinase activity;GO:0006468|protein phosphorylation,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr;PF00433.19|Pkinase_C,,NA,Down,Down,Up
Ophio5|7306,XA68_17262,GO:0005198|structural molecule activity;GO:0006886|intracellular protein transport;GO:0005515|protein binding;GO:0030117|membrane coat;GO:0016192|vesicle-mediated transport,PF04053.9|Coatomer_WDAD;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40,,NA,Down,Up,Up
Ophio5|7307,XA68_17263,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Up,Down,Down
Ophio5|7308,XA68_17264,GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process,PF02668.11|TauD,,NA,Up,Up,Down
Ophio5|7309,XA68_17265,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Up,Up,Down
Ophio5|731,XA68_10727,,PF05730.6|CFEM,SignalP: has predicted secretion signal,1,Up,Down,Down
Ophio5|7310,XA68_17266,"GO:0005975|carbohydrate metabolic process;GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds",PF00704.23|Glyco_hydro_18,,NA,Up,Up,Down
Ophio5|7311,XA68_17267,"GO:0005975|carbohydrate metabolic process;GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds",PF02837.13|Glyco_hydro_2_N;PF00703.16|Glyco_hydro_2;PF02836.12|Glyco_hydro_2_C,SignalP: has predicted secretion signal,NA,Up,Down,Down
Ophio5|7312,XA68_17268,,,,NA,Up,Up,Down
Ophio5|7313,XA68_17269,,,,NA,Up,Up,Up
Ophio5|7314,XA68_17270,,PF12770.2|CHAT,,NA,Up,Up,Up
Ophio5|7315,XA68_17271,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Down,Down,Down
Ophio5|7316,XA68_17272,,,SignalP: has predicted secretion signal; SSP: small secreted protein,1,Up,=,Down
Ophio5|7317,XA68_17273,,,SignalP: has predicted secretion signal,NA,Up,Up,Down
Ophio5|7318,XA68_17274,GO:0003676|nucleic acid binding;GO:0004386|helicase activity;GO:0003723|RNA binding;GO:0005524|ATP binding,PF04408.18|HA2;PF07717.11|OB_NTP_bind;PF00271.26|Helicase_C;PF00575.18|S1;PF00270.24|DEAD,,NA,Up,Up,Up
Ophio5|7319,XA68_17275,GO:0005576|extracellular region;GO:0009405|pathogenesis;GO:0003824|catalytic activity,PF01375.12|Enterotoxin_a,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Up,Up,Up
Ophio5|732,XA68_10728,GO:0003676|nucleic acid binding,PF00076.17|RRM_1;PF00076.17|RRM_1;PF00076.17|RRM_1;PF14259.1|RRM_6;PF14259.1|RRM_6;PF14259.1|RRM_6;PF14259.1|RRM_6;PF13893.1|RRM_5;PF05172.8|Nup35_RRM;PF05391.6|Lsm_interact,,NA,Up,Up,Down
Ophio5|7320,XA68_17276,GO:0016021|integral component of membrane,PF01679.12|Pmp3,,2,Down,Down,Down
Ophio5|7321,XA68_17277,,PF09692.5|Arb1,,NA,Down,Down,Up
Ophio5|7322,XA68_17278,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Up,Up,Down
Ophio5|7323,XA68_17279,,,,NA,Down,Up,Up
Ophio5|7324,XA68_17280,,,,NA,Up,Up,Up
Ophio5|7325,XA68_17281,GO:0005515|protein binding,PF00651.26|BTB,,NA,Down,Up,Up
Ophio5|7326,XA68_17282,"GO:0008440|inositol-1,4,5-trisphosphate 3-kinase activity",PF03770.11|IPK,,NA,Up,Down,Down
Ophio5|7327,XA68_17283,GO:0005515|protein binding,PF00651.26|BTB,,NA,Down,Down,Down
Ophio5|7328,XA68_17284,,PF06807.9|Clp1;PF03205.9|MobB,,NA,Up,Up,Up
Ophio5|7329,XA68_17285,GO:0046872|metal ion binding;GO:0000166|nucleotide binding,PF00122.15|E1-E2_ATPase;PF00689.16|Cation_ATPase_C;PF00702.21|Hydrolase;PF12710.2|HAD;PF00690.21|Cation_ATPase_N;PF13246.1|Hydrolase_like2,,10,Down,Down,Down
Ophio5|733,XA68_10729,GO:0003676|nucleic acid binding;GO:0004386|helicase activity;GO:0005524|ATP binding,PF04408.18|HA2;PF00271.26|Helicase_C;PF00270.24|DEAD;PF13401.1|AAA_22;PF07717.11|OB_NTP_bind,,NA,Up,Up,Down
Ophio5|7330,XA68_17286,GO:0005576|extracellular region;GO:0009405|pathogenesis;GO:0003824|catalytic activity,PF01375.12|Enterotoxin_a,SignalP: has predicted secretion signal,NA,Down,Down,Up
Ophio5|7331,XA68_17287,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Down,Down,=
Ophio5|7332,XA68_17288,,,,NA,Down,Down,Up
Ophio5|7333,XA68_17289,,,,NA,Down,Down,Down
Ophio5|7334,XA68_17290,,,,1,Down,Down,Down
Ophio5|7335,XA68_17291,,PF01753.13|zf-MYND,,NA,Down,Down,Up
Ophio5|7336,XA68_17292,GO:0005515|protein binding,PF00651.26|BTB,,NA,Down,Down,Up
Ophio5|7337,XA68_17293,GO:0008270|zinc ion binding;GO:0016787|hydrolase activity,PF00383.17|dCMP_cyt_deam_1,,NA,Up,Down,Down
Ophio5|7338,XA68_17294,GO:0005507|copper ion binding;GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process,PF00394.17|Cu-oxidase;PF07732.10|Cu-oxidase_3;PF07731.9|Cu-oxidase_2,SignalP: has predicted secretion signal,NA,Up,Down,Down
Ophio5|7339,XA68_17295,,PF11710.3|Git3;PF05462.6|Dicty_CAR,,5,Down,Down,Down
Ophio5|734,XA68_10730,,PF12074.3|DUF3554;PF13646.1|HEAT_2;PF13646.1|HEAT_2;PF13513.1|HEAT_EZ;PF13513.1|HEAT_EZ;PF10274.4|ParcG,,NA,Down,Up,Up
Ophio5|7340,XA68_17296,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Down,Down,=
Ophio5|7341,XA68_17297,GO:0016846|carbon-sulfur lyase activity;GO:0008152|metabolic process,PF04828.9|GFA,,NA,Up,Down,Down
Ophio5|7342,XA68_17298,,,,1,Up,Up,Down
Ophio5|7343,XA68_17299,GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process,PF08240.7|ADH_N,,NA,Up,Up,Up
Ophio5|7344,XA68_17300,GO:0016491|oxidoreductase activity;GO:0008152|metabolic process,PF00264.15|Tyrosinase,SignalP: has predicted secretion signal,NA,Up,Up,Down
Ophio5|7345,XA68_17301,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Up,Up,Down
Ophio5|7346,XA68_17302,GO:0005975|carbohydrate metabolic process;GO:0003824|catalytic activity;GO:0043169|cation binding,PF00128.19|Alpha-amylase,SignalP: has predicted secretion signal,NA,Up,Up,Down
Ophio5|7347,XA68_17303,GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process,PF01794.14|Ferric_reduct;PF08030.7|NAD_binding_6;PF08022.7|FAD_binding_8;PF00175.16|NAD_binding_1,,5,Down,Down,Down
Ophio5|7348,XA68_17304,GO:0005375|copper ion transmembrane transporter activity;GO:0016021|integral component of membrane;GO:0035434|copper ion transmembrane transport,PF04145.10|Ctr,,2,Down,Down,Up
Ophio5|7349,XA68_17305,,PF12296.3|HsbA,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Up,Up,Up
Ophio5|735,XA68_10731,,,,NA,=,=,=
Ophio5|7350,XA68_17306,,,,NA,Up,Up,Up
Ophio5|7351,XA68_17307,GO:0030001|metal ion transport;GO:0046872|metal ion binding;GO:0000166|nucleotide binding,PF00122.15|E1-E2_ATPase;PF00702.21|Hydrolase;PF12710.2|HAD;PF00403.21|HMA,,7,Up,Up,Down
Ophio5|7352,XA68_17308,"GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding",PF00067.17|p450,,1,Up,Up,Down
Ophio5|7353,XA68_17309,GO:0008152|metabolic process;GO:0008168|methyltransferase activity,PF13489.1|Methyltransf_23;PF13847.1|Methyltransf_31;PF13649.1|Methyltransf_25;PF12847.2|Methyltransf_18;PF08241.7|Methyltransf_11,,NA,Down,Down,Down
Ophio5|7354,XA68_17310,GO:0006097|glyoxylate cycle;GO:0004474|malate synthase activity,PF01274.17|Malate_synthase,,NA,Down,Down,Down
Ophio5|7355,XA68_17311,GO:0003824|catalytic activity;GO:0008152|metabolic process,PF00501.23|AMP-binding;PF13193.1|AMP-binding_C,,NA,Up,Up,Down
Ophio5|7356,XA68_17312,,,,NA,Down,Down,Up
Ophio5|7357,XA68_17313,,,,NA,Down,Down,Up
Ophio5|7358,XA68_17314,GO:0005525|GTP binding;GO:0003924|GTPase activity,PF00009.22|GTP_EFTU;PF11987.3|IF-2;PF03144.20|GTP_EFTU_D2;PF01926.18|MMR_HSR1,,NA,Down,Down,Down
Ophio5|7359,XA68_17315,,PF10433.4|MMS1_N,,NA,Down,Down,Down
Ophio5|736,XA68_10732,GO:0035023|regulation of Rho protein signal transduction;GO:0005083|small GTPase regulator activity;GO:0005089|Rho guanyl-nucleotide exchange factor activity;GO:0035556|intracellular signal transduction,PF00780.17|CNH;PF15405.1|PH_5;PF00621.15|RhoGEF;PF00610.16|DEP,,NA,Up,Down,Down
Ophio5|7360,XA68_17316,,,,NA,Down,Down,Up
Ophio5|7361,XA68_17317,GO:0046872|metal ion binding;GO:0008270|zinc ion binding;GO:0005515|protein binding,PF13923.1|zf-C3HC4_2;PF13639.1|zf-RING_2;PF13920.1|zf-C3HC4_3;PF00097.20|zf-C3HC4,,NA,Down,Down,Down
Ophio5|7362,XA68_17318,,PF04006.7|Mpp10,,NA,Up,Up,Up
